SG_UF,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,NR_PARTIDO,SG_PARTIDO
SP,DEPUTADO ESTADUAL,35622,J�LIO T�NICO COVAS,35,PMB
MT,DEPUTADO ESTADUAL,13131,EDNA SAMPAIO,13,PT
MG,DEPUTADO FEDERAL,1288,MACIEL MOREIRA,12,PDT
PI,DEPUTADO ESTADUAL,11122,VALDEMAR SANTOS,11,PP
SP,DEPUTADO FEDERAL,1112,SARGENTO NANTES,11,PP
PR,DEPUTADO FEDERAL,1038,CELSO PIO X,10,REPUBLICANOS
MG,DEPUTADO FEDERAL,7727,BEBEL DO MERCADO,77,SOLIDARIEDADE
SE,DEPUTADO FEDERAL,1533,EUGENE MENDES BACANA,15,MDB
SP,DEPUTADO FEDERAL,3022,FATIMA PORTELLA,30,NOVO
RJ,DEPUTADO ESTADUAL,44012,EDILAINE DA SA�DE,44,UNI�O
SP,DEPUTADO FEDERAL,1330,JANA�NA DA BANCADA ECOSSISTEMA,13,PT
CE,DEPUTADO ESTADUAL,70369,NETO SANTANA,70,AVANTE
BA,DEPUTADO FEDERAL,4420,IRM�O DANIEL,44,UNI�O
SP,DEPUTADO FEDERAL,7797,CLAUDIO FREITAS,77,SOLIDARIEDADE
RR,GOVERNADOR,50,F�BIO ALMEIDA,50,PSOL
PI,DEPUTADO ESTADUAL,77222,ROKILAND,77,SOLIDARIEDADE
SE,DEPUTADO ESTADUAL,44321,JUNIOR VALADARES,44,UNI�O
AL,DEPUTADO ESTADUAL,55555,ALCIDES ANDRADE CIDOCA,55,PSD
AL,DEPUTADO ESTADUAL,55000,SAMYR MALTA,55,PSD
DF,DEPUTADO DISTRITAL,12244,SONIC MOTOBOY,12,PDT
GO,DEPUTADO ESTADUAL,33222,Z� MARIA XERIFE DO POVO,33,PMN
PR,DEPUTADO FEDERAL,4422,OSWALDO EUST�QUIO,44,UNI�O
CE,DEPUTADO FEDERAL,1522,NELINHO,15,MDB
PR,DEPUTADO FEDERAL,3032,DRA. ODIRACY BORTOLOTTE,30,NOVO
MT,DEPUTADO ESTADUAL,55301,TELMA GUERREIRA,55,PSD
RJ,DEPUTADO ESTADUAL,11010,CLEBINHO,11,PP
SP,DEPUTADO ESTADUAL,77700,LUKAS CUIABANO,77,SOLIDARIEDADE
AC,DEPUTADO ESTADUAL,90800,FRANCISCA SANTIAGO,90,PROS
AL,DEPUTADO ESTADUAL,40444,SARAH DOULLENNER,40,PSB
PR,DEPUTADO FEDERAL,2277,VERMELHO,22,PL
SP,DEPUTADO FEDERAL,5119,MICHEL FIGUEREDO,51,PATRIOTA
PE,DEPUTADO ESTADUAL,11110,IRMAO CLECIO,11,PP
MG,DEPUTADO FEDERAL,1922,DR. VINICIUS,19,PODE
ES,DEPUTADO ESTADUAL,22789,MARIA ELENA,22,PL
PA,DEPUTADO FEDERAL,1234,MIRO SANOVA,12,PDT
SP,DEPUTADO FEDERAL,4510,VITOR LIPPI,45,PSDB
MS,DEPUTADO ESTADUAL,28111,HELANE RIBEIRO,28,PRTB
MG,DEPUTADO FEDERAL,2076,LEO DA SANDI,20,PSC
ES,DEPUTADO ESTADUAL,35777,PASTOR JAIRO CESAR,35,PMB
TO,DEPUTADO ESTADUAL,10200,SARGENTO AURYA,10,REPUBLICANOS
BA,DEPUTADO FEDERAL,3512,LINS OLIVEIRA,35,PMB
SP,DEPUTADO ESTADUAL,90193,IVY BOMBEIRA,90,PROS
BA,DEPUTADO FEDERAL,1115,JO�O LE�O,11,PP
SP,DEPUTADO FEDERAL,9049,PROFESSOR JEFFERSON RIPI,90,PROS
RJ,DEPUTADO FEDERAL,1264,PROFESSOR JOSE MARIA,12,PDT
GO,DEPUTADO ESTADUAL,55030,IDILAINE MOREIRA,55,PSD
MT,DEPUTADO ESTADUAL,22044, BIA CALMON,22,PL
SP,DEPUTADO ESTADUAL,45453,ANA SANTIAGO,45,PSDB
MG,DEPUTADO FEDERAL,1250,PROFESSOR ALEXANDRE MAGNUS,12,PDT
SP,DEPUTADO ESTADUAL,90555,JEFFERSON NOGUEIRA,90,PROS
SC,DEPUTADO FEDERAL,1422,DILETA CORR�A SILVA,14,PTB
RJ,DEPUTADO FEDERAL,2959,BEATRIZ MELO,29,PCO
PB,DEPUTADO FEDERAL,1311,LENILDO MORAIS,13,PT
BA,DEPUTADO FEDERAL,1245,ISAIAS DE DIOGO,12,PDT
SC,DEPUTADO ESTADUAL,55600,ARLINDO CRUZ,55,PSD
RO,DEPUTADO ESTADUAL,11222,SOSTENES SILVA,11,PP
MT,DEPUTADO ESTADUAL,36123,JONAS MUSIC BAR,36,AGIR
RJ,DEPUTADO ESTADUAL,14777,MISSION�RIO HENRIQUE,14,PTB
DF,DEPUTADO DISTRITAL,36800,OS�IAS RIBEIRO,36,AGIR
SP,DEPUTADO FEDERAL,9099,CORONEL HOMERO,90,PROS
GO,DEPUTADO FEDERAL,1407,ELISMAR FERNANDES,14,PTB
RS,DEPUTADO ESTADUAL,19177,VIVI COITINHO,19,PODE
RJ,DEPUTADO ESTADUAL,51003,DR JORGE LUIZ BRAGA,51,PATRIOTA
RO,DEPUTADO FEDERAL,1444,CABO NILZON,14,PTB
PA,DEPUTADO ESTADUAL,19250,VAL AMARAL,19,PODE
DF,DEPUTADO FEDERAL,4555,LEANDRO NARDY,45,PSDB
SP,DEPUTADO ESTADUAL,15525,ROSANA BRANQUINHO,15,MDB
SP,DEPUTADO ESTADUAL,13500,DEIA ZULU AFROFUTURISTA,13,PT
SP,DEPUTADO FEDERAL,4444,GENERAL PETERNELLI,44,UNI�O
RS,DEPUTADO FEDERAL,5501,DANRLEI DE DEUS GOLEIRO,55,PSD
MG,DEPUTADO FEDERAL,5159,PAUL�O,51,PATRIOTA
BA,DEPUTADO ESTADUAL,51962,ADAN,51,PATRIOTA
RS,DEPUTADO ESTADUAL,50979,ANDR� ROTA SENA,50,PSOL
PB,DEPUTADO FEDERAL,1213,BETINHO DA RS,12,PDT
SC,DEPUTADO FEDERAL,9099,ARTHUR DOS SONHOS,90,PROS
TO,DEPUTADO FEDERAL,5522,PASTOR SAULO TELES,55,PSD
BA,DEPUTADO FEDERAL,3596,JAQUELINE SOUZA,35,PMB
MG,DEPUTADO ESTADUAL,90121,MIGUEL VINICIUS,90,PROS
RJ,DEPUTADO ESTADUAL,36023,LEANDRO MACEDO,36,AGIR
RJ,DEPUTADO ESTADUAL,70200,ALESSANDRA ROSALINO,70,AVANTE
SP,SENADOR,800,VIVIAN MENDES,80,UP
SP,DEPUTADO FEDERAL,4344,ADALBERTO MALUF,43,PV
CE,DEPUTADO ESTADUAL,70567,AILTON DA PESCA,70,AVANTE
PA,DEPUTADO ESTADUAL,44150,SARGENTO DE LIMA,44,UNI�O
RO,DEPUTADO ESTADUAL,44500,ADELINO FOLLADOR,44,UNI�O
PE,DEPUTADO FEDERAL,4434,CAROL PAIVA,44,UNI�O
MS,DEPUTADO ESTADUAL,44777,DR JO�O BUZOLI,44,UNI�O
PE,DEPUTADO ESTADUAL,10444,BARBOSA,10,REPUBLICANOS
PI,DEPUTADO ESTADUAL,11140,WILSON BRAND�O,11,PP
BA,DEPUTADO ESTADUAL,15434,CORINTHIANO,15,MDB
SP,DEPUTADO ESTADUAL,14245,PATRICIA MELO,14,PTB
PA,DEPUTADO FEDERAL,4477,DR JAIR NEVES,44,UNI�O
PA,DEPUTADO ESTADUAL,14015,DONA IR� GUEDES,14,PTB
SP,DEPUTADO FEDERAL,1016,CICERO INVESTIGADOR,10,REPUBLICANOS
BA,DEPUTADO FEDERAL,1312,JOSIAS GOMES,13,PT
MA,DEPUTADO ESTADUAL,23444,PINGUIM DO POVO,23,CIDADANIA
DF,DEPUTADO FEDERAL,4444,DANIEL RADAR,44,UNI�O
AP,DEPUTADO ESTADUAL,55655,PROF. ALMIRO,55,PSD
SP,DEPUTADO ESTADUAL,35312,SILAS MOREIRA,35,PMB
RJ,DEPUTADO ESTADUAL,27345,MC VOV� DO FUNK,27,DC
GO,DEPUTADO ESTADUAL,36013,LUCINHA,36,AGIR
SP,DEPUTADO ESTADUAL,12120,JO�O MATTA,12,PDT
DF,SENADOR,161,ELCIMARA,16,PSTU
RS,DEPUTADO ESTADUAL,45000,RODRIGO MARONI DOS ANIMAIS,45,PSDB
RJ,DEPUTADO ESTADUAL,27015,NILVINHA BARBOSA,27,DC
PR,DEPUTADO FEDERAL,1060,RODRIGO PEREIRA,10,REPUBLICANOS
PI,GOVERNADOR,50,MADALENA NUNES,50,PSOL
MG,DEPUTADO FEDERAL,2333,BRUNO ALENCAR,23,CIDADANIA
MA,DEPUTADO ESTADUAL,51321,MAGAL COLETIVO ZONA RURAL,51,PATRIOTA
PE,DEPUTADO FEDERAL,4488,REN� IMP�RIO ,44,UNI�O
RJ,DEPUTADO ESTADUAL,55620,LUCINHA,55,PSD
GO,DEPUTADO ESTADUAL,10500,�TILA MARQUES,10,REPUBLICANOS
SP,DEPUTADO FEDERAL,2839,RENATA RIBEIRO,28,PRTB
ES,DEPUTADO ESTADUAL,45555,ROQUE CHILE,45,PSDB
RS,DEPUTADO ESTADUAL,55155,JORGE BARBOSA,55,PSD
PR,DEPUTADO FEDERAL,5178,DANIEL �VILA,51,PATRIOTA
BA,DEPUTADO ESTADUAL,13700,DENTINHO DO SINDICATO,13,PT
AM,DEPUTADO ESTADUAL,15259,SOCORRO DO CAF�,15,MDB
SP,DEPUTADO FEDERAL,2034,SILVIA SOL,20,PSC
RJ,DEPUTADO ESTADUAL,44455,MARIANA VICTOR,44,UNI�O
SP,DEPUTADO ESTADUAL,16107,RAQUEL DE PAULA,16,PSTU
RS,DEPUTADO ESTADUAL,13513,IVAN DUARTE,13,PT
PE,DEPUTADO ESTADUAL,77456,HELLOYSA FERREIRA,77,SOLIDARIEDADE
SC,DEPUTADO FEDERAL,2222,JORGE GOETTEN,22,PL
PE,DEPUTADO ESTADUAL,27331,PING DA CONSTRU��O,27,DC
RO,DEPUTADO ESTADUAL,20789,YARA CORRETORA,20,PSC
RS,DEPUTADO FEDERAL,1930,BOMBEIRO FRAN�A,19,PODE
SP,DEPUTADO FEDERAL,2969,PAULO BEZERRA,29,PCO
PI,DEPUTADO FEDERAL,1012,ANA FIDELIS,10,REPUBLICANOS
AP,DEPUTADO FEDERAL,1433,IVAN CESAR,14,PTB
MG,DEPUTADO ESTADUAL,30201,PROFESSORA STHER,30,NOVO
MG,DEPUTADO FEDERAL,5020,SERGINHO DE JESUS,50,PSOL
RR,DEPUTADO ESTADUAL,12222,ROCK CABELUDO,12,PDT
ES,DEPUTADO ESTADUAL,65123,NETO BARROS,65,PC do B
DF,DEPUTADO DISTRITAL,50456,ILDEU NERY,50,PSOL
RJ,DEPUTADO FEDERAL,1512,ADENIR BRETAS,15,MDB
PR,DEPUTADO ESTADUAL,10002,ROSE PROTETORA DOS ANIMAIS,10,REPUBLICANOS
AP,DEPUTADO ESTADUAL,10123,SILA SOUTO,10,REPUBLICANOS
AC,DEPUTADO ESTADUAL,90700,MARIA EUNICE,90,PROS
TO,DEPUTADO ESTADUAL,28111,RUBINHO ARA�JO,28,PRTB
MA,DEPUTADO ESTADUAL,10123,JUNIOR VERDE ,10,REPUBLICANOS
SP,DEPUTADO ESTADUAL,22491,VAL GUEDES,22,PL
BA,DEPUTADO ESTADUAL,23123,MISSION�RIO VAL�RIO RIBEIRO,23,CIDADANIA
RJ,DEPUTADO ESTADUAL,10440,FLAVIO FARIAS,10,REPUBLICANOS
SP,DEPUTADO ESTADUAL,40404,CAMILA TAPIA,40,PSB
RJ,DEPUTADO ESTADUAL,90000,PAULO SANTANA,90,PROS
SP,DEPUTADO ESTADUAL,36336,JACQUELINE SILVA,36,AGIR
RS,DEPUTADO FEDERAL,2929,CESAR PONTES,29,PCO
AP,DEPUTADO FEDERAL,2829,BANANEIRA,28,PRTB
TO,DEPUTADO ESTADUAL,27700,DRA ELIENE PEREIRA,27,DC
SP,DEPUTADO FEDERAL,3315,SUZANA,33,PMN
RS,DEPUTADO ESTADUAL,40555,CLAIR OLIVEIRA,40,PSB
MG,DEPUTADO FEDERAL,5531,SERGINHO VEREADOR,55,PSD
AM,DEPUTADO FEDERAL,7756,DEYSE,77,SOLIDARIEDADE
MG,DEPUTADO ESTADUAL,51512,BUI� DO SAL�O,51,PATRIOTA
PE,DEPUTADO FEDERAL,2788,CIDINHA DO POVO,27,DC
RN,GOVERNADOR,28,BENTO,28,PRTB
PR,DEPUTADO FEDERAL,2777,CORONEL LEE,27,DC
MT,DEPUTADO FEDERAL,5122,N�GILA OLIVEIRA,51,PATRIOTA
PR,DEPUTADO ESTADUAL,19789,DAYE RASMUSSEN,19,PODE
RR,DEPUTADO ESTADUAL,90777,ADRIANA GARIMPEIRA,90,PROS
RJ,DEPUTADO FEDERAL,3399,GEFERSON DO CQO,33,PMN
RJ,DEPUTADO FEDERAL,7085,DR WAGNER GAMA,70,AVANTE
MG,DEPUTADO FEDERAL,9013,RONALDO BOM BRASIL,90,PROS
SP,DEPUTADO FEDERAL,1986,JB OLIVEIRA REP�RTER DO POVO,19,PODE
DF,DEPUTADO DISTRITAL,15015,CRISTIANO ARA�JO,15,MDB
AL,DEPUTADO ESTADUAL,70777,DRA KARLA,70,AVANTE
RS,DEPUTADO ESTADUAL,44011,BIANCA FEIJ�,44,UNI�O
RJ,DEPUTADO ESTADUAL,22226,CAROLINA MYNSSEN,22,PL
SP,DEPUTADO FEDERAL,1096,MARCELO DESPACHANTE,10,REPUBLICANOS
PA,DEPUTADO ESTADUAL,14032,DR DAVI ALBUQUERQUE,14,PTB
SE,DEPUTADO FEDERAL,8008,JENNIFER BOMFIM,80,UP
SC,DEPUTADO ESTADUAL,27567,FRAN KRUCK,27,DC
PA,DEPUTADO FEDERAL,1000,JOAQUIM CAMPOS,10,REPUBLICANOS
SC,DEPUTADO ESTADUAL,14001,MARY MARQUES,14,PTB
RS,DEPUTADO ESTADUAL,44800,CRISTIANO D ATE AMO BICHO,44,UNI�O
RS,DEPUTADO FEDERAL,1355,MARCON,13,PT
AM,DEPUTADO FEDERAL,3678,LINEUDA DEODATO,36,AGIR
ES,DEPUTADO ESTADUAL,28000,WANDERLEY FACO,28,PRTB
SP,DEPUTADO ESTADUAL,40120,GABRIEL BEL�M,40,PSB
SP,DEPUTADO ESTADUAL,28022,PAULO DA SUCATA,28,PRTB
MT,DEPUTADO ESTADUAL,40333,PRISCILA DOURADO,40,PSB
SP,DEPUTADO FEDERAL,5528,TALMA NONAKA,55,PSD
RO,DEPUTADO FEDERAL,5500,MAJOR R SILVA,55,PSD
TO,DEPUTADO ESTADUAL,40100,AMANDA SANTOS,40,PSB
AL,DEPUTADO FEDERAL,7780,ALINE PINHEIRO,77,SOLIDARIEDADE
SE,DEPUTADO ESTADUAL,11007,JETER ANDRADE,11,PP
RS,1� SUPLENTE,111,RICARDO GOLIN,11,PP
AP,SENADOR,299,MARINALDO DE SOUSA SILVA,29,PCO
RJ,DEPUTADO ESTADUAL,45013,FL�VIA DINIZ,45,PSDB
SP,DEPUTADO ESTADUAL,15013,APRESENTADOR HILDON ROCHA,15,MDB
BA,DEPUTADO FEDERAL,5117,JUAREZ DE OLIVEIRA,51,PATRIOTA
MG,DEPUTADO ESTADUAL,90777,LEANDRO ALMEIDA,90,PROS
PR,DEPUTADO FEDERAL,3633,DOUTOR PEDRO ROESLER,36,AGIR
SP,DEPUTADO ESTADUAL,12111,LEONORA P�RICO,12,PDT
DF,DEPUTADO DISTRITAL,90123,JACKSON DA EXPANS�O,90,PROS
RS,DEPUTADO FEDERAL,1021,PROF. ANA VALESCA,10,REPUBLICANOS
PA,DEPUTADO ESTADUAL,70100,PROFESSORA LENI SILVA,70,AVANTE
RO,DEPUTADO FEDERAL,2012,PROFESSORA EDINAMAR,20,PSC
PI,DEPUTADO ESTADUAL,77777,PAULO MARTINS,77,SOLIDARIEDADE
RJ,DEPUTADO ESTADUAL,40200,PROFESSOR JAIME,40,PSB
RJ,DEPUTADO FEDERAL,5551,KARLA DE LUCAS DOS BICHINHOS,55,PSD
MG,DEPUTADO ESTADUAL,90111,CASSIA PROFESSORA,90,PROS
SP,DEPUTADO FEDERAL,1997,MARCUS DANTAS,19,PODE
CE,DEPUTADO FEDERAL,1900,PAIVA,19,PODE
RJ,DEPUTADO ESTADUAL,36280,EMERSON SANTOS,36,AGIR
AM,DEPUTADO ESTADUAL,12121,ELKE DUTRA,12,PDT
MA,DEPUTADO ESTADUAL,90046,CELIDA DE JESUS ,90,PROS
BA,DEPUTADO FEDERAL,5154,GELSON DO MEL,51,PATRIOTA
GO,DEPUTADO ESTADUAL,45500,MAURO ABADIA JR.,45,PSDB
MG,DEPUTADO FEDERAL,2260,DOMINGOS S�VIO,22,PL
RJ,DEPUTADO FEDERAL,2299,CHARLLES BATISTA,22,PL
SP,DEPUTADO FEDERAL,1370,CARLOS ZARATTINI,13,PT
DF,DEPUTADO DISTRITAL,44022,SANDRA FARAJ,44,UNI�O
RJ,DEPUTADO FEDERAL,2121,GUSTAVO PEDRO,21,PCB
BA,DEPUTADO FEDERAL,9013,VIVI FERNANDES,90,PROS
PR,DEPUTADO ESTADUAL,18345,PROFESSORA CLEMILDA,18,REDE
SP,DEPUTADO ESTADUAL,20044,PASTOR BETO,20,PSC
SP,DEPUTADO ESTADUAL,35322,KAISON ALVES,35,PMB
BA,DEPUTADO ESTADUAL,40000,KATIA DA SA�DE,40,PSB
MA,DEPUTADO ESTADUAL,23001,LUIS CARLOS CIDADANIA COLETIVA,23,CIDADANIA
DF,DEPUTADO DISTRITAL,55222,ADRIANO MARROCOS,55,PSD
PE,DEPUTADO ESTADUAL,13456,PROF. GILMAR SANTOS,13,PT
MA,DEPUTADO ESTADUAL,11011,ENFERMEIRA ZILDA,11,PP
PR,DEPUTADO ESTADUAL,35335,SARGENTO GARCIA,35,PMB
BA,DEPUTADO ESTADUAL,15192,LINHO DA UNI�O,15,MDB
RS,DEPUTADO FEDERAL,1011,JOVANI ROMARINHO,10,REPUBLICANOS
DF,DEPUTADO DISTRITAL,70070,PACO BRITTO,70,AVANTE
BA,DEPUTADO ESTADUAL,12121,NAILTON COSTA,12,PDT
SP,DEPUTADO FEDERAL,1912,FARID MADI,19,PODE
BA,DEPUTADO FEDERAL,2202,DR LEON,22,PL
PA,DEPUTADO FEDERAL,4050,LICA CALDAS,40,PSB
SP,DEPUTADO FEDERAL,3310,JORGE MATOS,33,PMN
PR,DEPUTADO ESTADUAL,11311,DOUTOR JORGE BOCASANTA,11,PP
PA,DEPUTADO FEDERAL,1040,CARLOS MARQUES AMIGUINHO,10,REPUBLICANOS
MG,DEPUTADO ESTADUAL,77122,FL�VIA GONTIJO,77,SOLIDARIEDADE
DF,DEPUTADO DISTRITAL,23999,PASTOR IZAEL DAM�ZIO,23,CIDADANIA
SP,DEPUTADO ESTADUAL,50550,RAUL MARCELO,50,PSOL
SP,DEPUTADO ESTADUAL,11050,BETO SIQUEIRA JR,11,PP
BA,DEPUTADO FEDERAL,1104,BRUNO BARBOSA,11,PP
TO,DEPUTADO ESTADUAL,15123,Z� DAS POLPAS,15,MDB
RS,DEPUTADO FEDERAL,2033,PASTOR CLAITON,20,PSC
SC,DEPUTADO ESTADUAL,22017,DRA GIANE GALV�O,22,PL
BA,DEPUTADO ESTADUAL,40123,SOANE GALV�O,40,PSB
DF,DEPUTADO FEDERAL,7026,LUIZ VINTE SEIS DE SETEMBRO,70,AVANTE
AC,DEPUTADO FEDERAL,1090,SARGENTO PAZ,10,REPUBLICANOS
BA,DEPUTADO ESTADUAL,15020,HAMILTON POMBAL,15,MDB
MA,DEPUTADO ESTADUAL,19678,RAIMUNDO CUTRIM,19,PODE
SP,DEPUTADO ESTADUAL,14900,PADRE NEY SANTOS,14,PTB
PR,DEPUTADO ESTADUAL,27700,MARCELINO KOBATA,27,DC
RR,DEPUTADO FEDERAL,2727,MARLENE LOPES,27,DC
MG,DEPUTADO ESTADUAL,13513,VINICIUS BIM,13,PT
RO,DEPUTADO ESTADUAL,15121,M�TULA ACS,15,MDB
CE,DEPUTADO ESTADUAL,12444,JEOV� MOTA,12,PDT
AC,DEPUTADO ESTADUAL,27012,MANOEL IZO,27,DC
PE,DEPUTADO FEDERAL,2876,NEGA,28,PRTB
SP,DEPUTADO ESTADUAL,40070,COLETIVO JOS� DILSON,40,PSB
SP,DEPUTADO FEDERAL,1353,NILTO TATTO,13,PT
GO,DEPUTADO ESTADUAL,35100,EMANUEL,35,PMB
DF,DEPUTADO DISTRITAL,18777,DJ AFRIKA,18,REDE
BA,DEPUTADO ESTADUAL,15070,KARL�CIA MAC�DO,15,MDB
MG,DEPUTADO FEDERAL,1213,CHIQUINHO BORGES,12,PDT
RJ,DEPUTADO ESTADUAL,70133,XANDY NORMAL,70,AVANTE
SP,DEPUTADO ESTADUAL,90199,AUGUSTO BOMEIRO ANJOS DO BEM,90,PROS
CE,DEPUTADO FEDERAL,1924,JOICIANA CANUTO SEREIA,19,PODE
SP,DEPUTADO ESTADUAL,40150,EDUARDO NASCIMENTO,40,PSB
RS,DEPUTADO FEDERAL,5011,L�CIA LUZ,50,PSOL
TO,DEPUTADO FEDERAL,2810,TENENTE DIAS,28,PRTB
GO,DEPUTADO ESTADUAL,44444,CHICO KGL,44,UNI�O
RS,DEPUTADO ESTADUAL,36800, CARLOS ROBERTO RODRIGUES DE R,36,AGIR
MA,DEPUTADO ESTADUAL,19225,NONATO CUNHA,19,PODE
RS,DEPUTADO ESTADUAL,30100,ARTUR LORENTZ,30,NOVO
RJ,DEPUTADO ESTADUAL,70024,LUIS MINEIRO,70,AVANTE
RJ,DEPUTADO ESTADUAL,70777,GUSTAVO SCHMIDT,70,AVANTE
MT,DEPUTADO FEDERAL,9022,Z� MARIA DE CAMPO VERDE,90,PROS
MG,DEPUTADO ESTADUAL,27017,PROFESSORA JUNIA,27,DC
SP,DEPUTADO ESTADUAL,40000,ANDR�A WERNER,40,PSB
RJ,DEPUTADO ESTADUAL,40620,FERREIRINHA,40,PSB
MG,DEPUTADO FEDERAL,1107,FABRICIO GRILLO,11,PP
SP,DEPUTADO FEDERAL,3328,PATR�CIA MORA,33,PMN
MG,DEPUTADO FEDERAL,1469,TALITA MILER,14,PTB
AL,DEPUTADO FEDERAL,7777,MONICA CARVALHO,77,SOLIDARIEDADE
AM,DEPUTADO ESTADUAL,22100,SERGIO KRUKE,22,PL
PA,DEPUTADO ESTADUAL,14141,ADEMILDO RIBEIRO,14,PTB
PE,DEPUTADO ESTADUAL,50122,MARACA,50,PSOL
MA,DEPUTADO ESTADUAL,23002,CLEOR SANTOS,23,CIDADANIA
MA,DEPUTADO ESTADUAL,23500,SUELLEN ALMEIDA,23,CIDADANIA
PA,DEPUTADO ESTADUAL,15177,OZORIO JUVENIL,15,MDB
MG,DEPUTADO ESTADUAL,19202,LUCIANO,19,PODE
PE,DEPUTADO ESTADUAL,35159,WILLIAM ALVES,35,PMB
SP,DEPUTADO FEDERAL,1996,LUIZ PROTE��O ANIMAL,19,PODE
MA,DEPUTADO FEDERAL,9010,ELAINE CORTEZ,90,PROS
RJ,DEPUTADO ESTADUAL,45773,FRAN SANTARONI,45,PSDB
ES,DEPUTADO ESTADUAL,51777,PAULO DO ALMO�O SOLID�RIO,51,PATRIOTA
AM,DEPUTADO FEDERAL,2073,MISSION�RIA CIRLEY BOT�LHO,20,PSC
GO,DEPUTADO ESTADUAL,22122,RAFAEL BUENO,22,PL
MA,DEPUTADO ESTADUAL,28133,FLOFLO,28,PRTB
MT,DEPUTADO ESTADUAL,14111,VALUCIO,14,PTB
PI,DEPUTADO FEDERAL,1001,WELLINGTON RAULINO O XERIFE,10,REPUBLICANOS
DF,DEPUTADO FEDERAL,7788,LIGIA AMORIM,77,SOLIDARIEDADE
AP,DEPUTADO ESTADUAL,14123,PAULO PARANAGUA,14,PTB
SP,DEPUTADO FEDERAL,2227,ROSANA VALLE,22,PL
MG,DEPUTADO FEDERAL,1988,PROFESSORA IOLANE,19,PODE
PR,DEPUTADO ESTADUAL,22228,NICEIA MARILU ,22,PL
BA,DEPUTADO ESTADUAL,40777,JOSI DA RADIO,40,PSB
CE,DEPUTADO ESTADUAL,44447,ISABELLE MUNGUBA,44,UNI�O
BA,DEPUTADO FEDERAL,1223,CAL ME AJUDE,12,PDT
DF,DEPUTADO DISTRITAL,45555,KARLA VINHAS,45,PSDB
RR,DEPUTADO ESTADUAL,77222,ILLO AUGUSTO,77,SOLIDARIEDADE
MS,DEPUTADO ESTADUAL,77678,ERIC FOSSATI,77,SOLIDARIEDADE
PR,DEPUTADO ESTADUAL,51020,MESSIAS CHEIROSO,51,PATRIOTA
CE,DEPUTADO FEDERAL,1447,ILTON DE CASTRO,14,PTB
SP,DEPUTADO FEDERAL,3604,GERALDO RODRIGUES,36,AGIR
SP,DEPUTADO FEDERAL,3653,CARLOS DARD�,36,AGIR
BA,DEPUTADO FEDERAL,1455,A SOARES,14,PTB
PR,DEPUTADO ESTADUAL,36777,LUCIANO KELUC,36,AGIR
RS,DEPUTADO ESTADUAL,15888,ANA T�RCIA,15,MDB
PI,DEPUTADO ESTADUAL,11222,ALDO GIL,11,PP
RR,DEPUTADO ESTADUAL,11789,DILSON ARAUJO,11,PP
PB,DEPUTADO ESTADUAL,22500,FABIANO SOARES,22,PL
PB,DEPUTADO ESTADUAL,40123,HERVAZIO BEZERRA,40,PSB
CE,DEPUTADO ESTADUAL,23123,LUANA RIBEIRO,23,CIDADANIA
RS,DEPUTADO FEDERAL,5568,DRIKA,55,PSD
BA,DEPUTADO ESTADUAL,22088,MARCIA BRITO FARIAS,22,PL
MT,SENADOR,111,NERI,11,PP
GO,DEPUTADO ESTADUAL,22133,DOUGLAS MARTINHO,22,PL
GO,DEPUTADO ESTADUAL,70200,AILTON FOT�GRAFO,70,AVANTE
RJ,DEPUTADO ESTADUAL,70134,M�RCIO FERREIRA,70,AVANTE
ES,DEPUTADO FEDERAL,1330,PROFESSORA ANA CL�UDIA,13,PT
SP,DEPUTADO ESTADUAL,50517,ELIAS PSOL,50,PSOL
SP,DEPUTADO FEDERAL,1578,CLEUSA RAMOS ZERBINI,15,MDB
RS,DEPUTADO ESTADUAL,51789,ELVIS CABE�A BRANCA,51,PATRIOTA
SP,DEPUTADO ESTADUAL,16023,OSVALDO VAD�O,16,PSTU
BA,DEPUTADO FEDERAL,2277,LU�S TOURINHO,22,PL
PI,DEPUTADO FEDERAL,1313,DR. FRANCISCO,13,PT
MA,DEPUTADO FEDERAL,2229,EDUARDO CAVALCANTE,22,PL
PE,DEPUTADO FEDERAL,2887,FERNANDO LIMA RODA DE FOGO,28,PRTB
MG,DEPUTADO ESTADUAL,15215,RENATO AMADO,15,MDB
MA,DEPUTADO ESTADUAL,45359,ENFERMEIRO FL�VIO,45,PSDB
RN,DEPUTADO ESTADUAL,12222,REOBE COSTA,12,PDT
MG,DEPUTADO FEDERAL,4595,MARQUINHO DA VILA,45,PSDB
MA,DEPUTADO ESTADUAL,90456,SILMARA ALVES ,90,PROS
SP,DEPUTADO ESTADUAL,15009,SUZZANNE CARDOSO,15,MDB
SE,1� SUPLENTE,161,PAULO,16,PSTU
GO,DEPUTADO ESTADUAL,40333,HAMILTON ROCHA,40,PSB
MA,DEPUTADO ESTADUAL,12077,CLEONICE GON�ALVES,12,PDT
BA,DEPUTADO FEDERAL,5529,PAULO MAGALH�ES,55,PSD
DF,1� SUPLENTE,456,LOURDINHA WERNECK,45,PSDB
PA,DEPUTADO FEDERAL,1269,PROFESSOR DANIEL,12,PDT
MG,DEPUTADO ESTADUAL,30321,PROFESSOR WAGNER IN�CIO,30,NOVO
MG,DEPUTADO ESTADUAL,70199,PASTOR MARTINS,70,AVANTE
